season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2025-2026,302,"Stephenson, IL - Jo Daviess, IL","Jo Daviess, Stephenson",Illinois,1/10/2026,7.69
2025-2026,303,"Will (Joliet), IL - Grundy, IL","Grundy, Will",Illinois,12/27/2025,11.67
2025-2026,304,"Allen (Fort Wayne), IN - Noble, IN","Allen, De Kalb, LaGrange, Noble, Steuben, Whitley",Indiana,1/3/2026,6.75
2025-2026,305,"Macon (Decatur), IL - Shelby, IL","Macon, Moultrie, Piatt, Shelby",Illinois,2/7/2026,7.47
2025-2026,306,"Winnebago (Oshkosh), WI - Fond du Lac, WI","Dodge, Fond du Lac, Green Lake, Waushara, Winnebago",Wisconsin,1/3/2026,9.03
2025-2026,307,"Rock Island (Moline), IL - Henry, IL","Henry, Mercer, Rock Island, Stark",Illinois,1/3/2026,6.68
2025-2026,308,"Lake (Gary), IN - Porter, IN","Jasper, Lake, Newton, Porter",Indiana,12/27/2025,13.74
2025-2026,309,"Kent (Grand Rapids), MI - Ionia, MI","Gratiot, Ionia, Kent, Mecosta, Montcalm",Michigan,1/3/2026,4.99
2025-2026,31,"Monongalia, WV - Marion, WV","Marion, Monongalia, Preston, Taylor",West Virginia,1/10/2026,3.36
2025-2026,310,"Crawford, IL - Lawrence, IL","Crawford, Lawrence",Illinois,2/28/2026,6.2
2025-2026,312,"St. Joseph (South Bend), IN - Marshall, IN","Fulton, Marshall, Pulaski, St. Joseph",Indiana,12/27/2025,11.1
2025-2026,313,"Bartholomew, IN - Jackson, IN","Bartholomew, Decatur, Jackson, Jennings",Indiana,2/21/2026,2.84
2025-2026,314,"Washburn, WI - Burnett, WI","Burnett, Washburn",Wisconsin,1/10/2026,7.92
2025-2026,315,"Dickinson, MI - Menominee, MI","Dickinson, Iron, Menominee",Michigan,1/3/2026,8.52
2025-2026,316,"Perry, IN",Perry,Indiana,2/28/2026,10.92
2025-2026,317,"Wexford, MI - Osceola, MI","Lake, Missaukee, Osceola, Wexford",Michigan,2/21/2026,5.95
2025-2026,318,"Sangamon (Springfield), IL - Christian, IL","Brown, Cass, Christian, Logan, McDonough, Menard, Sangamon, Schuyler",Illinois,2/14/2026,5.35
2025-2026,319,"Morgan, IL - Greene, IL","Greene, Morgan, Scott",Illinois,1/10/2026,4.14
2025-2026,32,"Hampden (Springfield), MA - Hampshire, MA","Hampden, Hampshire",Massachusetts,12/27/2025,17.38
2025-2026,320,"Ottawa (Holland), MI - Allegan, MI","Allegan, Ottawa",Michigan,1/3/2026,5.14
2025-2026,321,"Dearborn, IN - Jefferson (Madison), IN","Dearborn, Jefferson, Ohio, Ripley, Switzerland",Indiana,2/21/2026,6.54
2025-2026,322,"Saginaw (Saginaw), MI - Tuscola, MI","Huron, Saginaw, Tuscola",Michigan,1/10/2026,5.08
2025-2026,323,"Delaware (Muncie), IN - Randolph, IN","Blackford, Delaware, Randolph",Indiana,3/14/2026,8.74
2025-2026,324,"Knox, IL - Warren, IL","Knox, Warren",Illinois,1/31/2026,10.35
2025-2026,325,"St. Clair (Belleville), IL - Clinton, IL","Clinton, Monroe, Randolph, St. Clair",Illinois,12/27/2025,7.75
2025-2026,326,"Rock (Janesville), WI - Green, WI","Green, Lafayette, Rock",Wisconsin,1/3/2026,10.11
2025-2026,327,"Berrien (Benton Harbor), MI - Van Buren, MI","Berrien, Cass, Van Buren",Michigan,2/21/2026,4.92
2025-2026,328,"Genesee (Flint), MI - Lapeer, MI","Genesee, Lapeer",Michigan,1/3/2026,5.22
2025-2026,33,"Henrico (Richmond), VA - Chesterfield, VA","Amelia, Charles City, Charlotte, Chesterfield, Colonial Heights City, Cumberland, Essex, Goochland, Hanover, Henrico, King William, King and Queen, Lancaster, Middlesex, New Kent, Northumberland, Nottoway, Powhatan, Prince Edward, Richmond, Richmond City, Westmoreland",Virginia,1/3/2026,8.08
2025-2026,330,"Midland (Midland), MI - Isabella, MI","Clare, Gladwin, Isabella, Midland",Michigan,1/3/2026,7.26
2025-2026,331,"Williamson, IL - Jackson, IL","Franklin, Jackson, Perry, Williamson",Illinois,12/27/2025,6.26
2025-2026,332,"Huntington, IN - Adams, IN","Adams, Huntington, Jay, Wells",Indiana,3/7/2026,8.4
2025-2026,333,"Vermilion, IL - Edgar, IL","Edgar, Vermilion",Illinois,2/21/2026,6.53
2025-2026,334,"Macoupin, IL - Montgomery, IL","Macoupin, Montgomery",Illinois,2/21/2026,7.47
2025-2026,335,"Jefferson, IL - Wayne, IL","Jefferson, Wayne",Illinois,1/24/2026,8.25
2025-2026,336,"La Salle, IL - Livingston, IL","Bureau, La Salle, Livingston, Putnam",Illinois,1/3/2026,8.34
2025-2026,338,"McLean (Bloomington), IL - Woodford, IL","De Witt, McLean, Woodford",Illinois,1/3/2026,5.81
2025-2026,339,"Floyd (New Albany), IN - Harrison, IN","Crawford, Floyd, Harrison, Washington",Indiana,3/7/2026,4.87
2025-2026,341,"Monroe (Bloomington), IN - Greene, IN","Brown, Greene, Monroe, Owen",Indiana,2/21/2026,6.21
2025-2026,342,"Bay (Bay City), MI - Iosco, MI","Arenac, Bay, Iosco, Ogemaw, Oscoda",Michigan,1/3/2026,6.15
2025-2026,343,"Kankakee (Kankakee), IL - Iroquois, IL","Iroquois, Kankakee",Illinois,1/3/2026,6.95
2025-2026,344,"Outagamie (Appleton), WI - Waupaca, WI","Outagamie, Waupaca",Wisconsin,1/3/2026,7.16
2025-2026,348,"Kalamazoo (Kalamazoo), MI - St. Joseph, MI","Kalamazoo, St. Joseph",Michigan,2/21/2026,4.02
2025-2026,349,"Elkhart (Elkhart), IN - Kosciusko, IN","Elkhart, Kosciusko",Indiana,12/27/2025,12.14
2025-2026,35,"Cattaraugus, NY - Allegany, NY","Allegany, Cattaraugus",New York,1/3/2026,4.05
2025-2026,350,"Clayton, IA - Delaware, IA","Clayton, Delaware",Iowa,1/3/2026,17.21
2025-2026,351,"Richland, IL - Clay, IL","Clay, Edwards, Jasper, Richland",Illinois,1/31/2026,8.28
2025-2026,353,"Adams, IL - Pike, IL","Adams, Pike",Illinois,2/14/2026,5.05
2025-2026,355,"Sheboygan (Sheboygan), WI - Manitowoc, WI","Calumet, Manitowoc, Sheboygan",Wisconsin,1/3/2026,10.05
2025-2026,357,"Ashland, WI - Sawyer, WI","Ashland, Bayfield, Price, Sawyer",Wisconsin,1/17/2026,9.35
2025-2026,358,"Marion, IL - Washington, IL","Marion, Washington",Illinois,2/7/2026,8.56
2025-2026,359,"Houghton, MI - Baraga, MI","Baraga, Houghton, Keweenaw",Michigan,1/17/2026,4.03
2025-2026,36,"Bergen, NJ - Hudson (Jersey City), NJ","Bergen, Hudson, Passaic",New Jersey,12/27/2025,12.21
2025-2026,361,"Whiteside, IL - Carroll, IL","Carroll, Whiteside",Illinois,12/27/2025,12.56
2025-2026,362,"Hancock, IN - Henry (New Castle), IN","Hancock, Henry",Indiana,1/31/2026,5.2
2025-2026,363,"Effingham, IL - Fayette, IL","Effingham, Fayette",Illinois,2/14/2026,8.35
2025-2026,364,"Howard (Kokomo), IN - Cass, IN","Cass, Howard, Tipton",Indiana,12/20/2025,6.49
2025-2026,365,"Clark (Jeffersonville), IN - Scott, IN","Clark, Scott",Indiana,8/2/2025,0
2025-2026,367,"Hancock, IL",Hancock,Illinois,1/31/2026,9.09
2025-2026,37,"Pulaski, KY - Wayne, KY","McCreary, Pulaski, Wayne",Kentucky,1/10/2026,2.11
2025-2026,370,"Goodhue, MN",Goodhue,Minnesota,12/27/2025,19.09
2025-2026,373,"Kane (Aurora), IL - DeKalb, IL","DeKalb, Kane, Kendall",Illinois,12/27/2025,11.82
2025-2026,374,"Barron, WI - Rusk, WI","Barron, Rusk",Wisconsin,1/17/2026,8.07
2025-2026,375,"Jackson (Jackson), MI - Lenawee, MI","Branch, Hillsdale, Jackson, Lenawee",Michigan,1/3/2026,5.98
2025-2026,378,"La Porte, IN - Starke, IN","La Porte, Starke",Indiana,1/3/2026,9.79
2025-2026,379,"Shawano, WI - Langlade, WI","Langlade, Menominee, Shawano",Wisconsin,1/10/2026,6.29
2025-2026,38,"Kennebec, ME - Somerset, ME","Kennebec, Somerset, Waldo",Maine,1/10/2026,4.97
2025-2026,381,"Calhoun (Battle Creek), MI - Barry, MI","Barry, Calhoun",Michigan,2/28/2026,4.53
2025-2026,382,"Racine (Racine), WI - Kenosha, WI","Kenosha, Racine",Wisconsin,12/27/2025,9.91
2025-2026,383,"White, IL - Hamilton, IL","Hamilton, White",Illinois,1/10/2026,2.02
2025-2026,384,"Saline, IL - Gallatin, IL","Gallatin, Hardin, Pope, Saline",Illinois,1/31/2026,7.53
2025-2026,385,"Wayne, IN - Fayette, IN","Fayette, Union, Wayne",Indiana,1/31/2026,5.73
2025-2026,387,"Walworth, WI - Jefferson, WI","Jefferson, Walworth",Wisconsin,12/27/2025,10.68
2025-2026,389,"Grant, IN - Miami, IN","Grant, Miami, Wabash",Indiana,3/7/2026,6.06
2025-2026,39,"Tazewell, VA - Buchanan, VA","Bland, Buchanan, Tazewell",Virginia,1/10/2026,4.35
2025-2026,390,"Hamilton, IN - Madison (Anderson), IN","Hamilton, Madison",Indiana,12/27/2025,11.14
2025-2026,391,"Juneau, WI - Adams, WI","Adams, Juneau",Wisconsin,2/14/2026,7.27
2025-2026,392,"Roscommon, MI - Otsego, MI","Crawford, Otsego, Roscommon",Michigan,1/3/2026,6.69
2025-2026,394,"Dubois, IN",Dubois,Indiana,1/24/2026,20
2025-2026,395,"Winneshiek, IA",Winneshiek,Iowa,1/3/2026,19.91
2025-2026,396,"Rice, MN",Rice,Minnesota,1/3/2026,17.12
2025-2026,399,"Jackson, WI",Jackson,Wisconsin,1/10/2026,7.61
2025-2026,4,"Hartford (Hartford), CT - Tolland, CT","Hartford, Tolland, Windham",Connecticut,12/27/2025,12.11
2025-2026,40,"Henderson (Henderson), KY - Union, KY","Henderson, Union",Kentucky,12/27/2025,7.48
2025-2026,400,"Portage, WI",Portage,Wisconsin,1/3/2026,7.98
2025-2026,401,"Boone, IN",Boone,Indiana,1/3/2026,7.07
2025-2026,402,"Montgomery, IN",Montgomery,Indiana,12/27/2025,8.97
2025-2026,403,"Orleans (New Orleans), LA - Jefferson, LA","Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist",Louisiana,12/27/2025,12.33
2025-2026,405,"Potter (Amarillo), TX - Randall, TX","Armstrong, Briscoe, Carson, Dallam, Donley, Hansford, Hartley, Hutchinson, Moore, Ochiltree, Oldham, Potter, Randall, Sherman, Swisher",Texas,12/27/2025,18.07
2025-2026,406,"Lubbock (Lubbock), TX - Hockley, TX","Bailey, Borden, Cochran, Crosby, Dawson, Dickens, Garza, Hockley, King, Lamb, Lubbock, Lynn, Motley",Texas,12/27/2025,8.15
2025-2026,408,"Harris (Houston), TX - Fort Bend, TX","Austin, Chambers, Fort Bend, Harris, Liberty, Montgomery, San Jacinto, Waller",Texas,12/20/2025,6.78
2025-2026,409,"Forrest, MS - Lamar, MS","Covington, Forrest, Greene, Lamar, Perry",Mississippi,2/21/2026,4.59
2025-2026,41,"Westchester (Yonkers), NY - Dutchess, NY","Dutchess, Putnam, Ulster, Westchester",New York,12/20/2025,11.6
2025-2026,410,"Bexar (San Antonio), TX - Guadalupe, TX","Atascosa, Bandera, Bexar, Frio, Gonzales, Guadalupe, Kendall, La Salle, McMullen, Medina, Wilson, Zavala",Texas,12/27/2025,10.3
2025-2026,411,"Hinds (Jackson), MS - Rankin, MS","Attala, Hinds, Holmes, Leake, Madison, Rankin, Scott, Simpson",Mississippi,12/27/2025,5.8
2025-2026,413,"Jefferson (Beaumont), TX - Orange, TX","Hardin, Jasper, Jefferson, Newton, Orange, Tyler",Texas,12/20/2025,14.27
2025-2026,414,"Tulsa (Tulsa), OK - Rogers, OK","Craig, Creek, Mayes, Ottawa, Rogers, Tulsa",Oklahoma,2/7/2026,4.45
2025-2026,415,"El Paso (El Paso), TX - Hudspeth, TX","Culberson, El Paso, Hudspeth, Loving",Texas,12/20/2025,19.32
2025-2026,416,"Caddo (Shreveport), LA - Bossier, LA","Bossier, Caddo, De Soto, Natchitoches, Red River, Sabine, Webster",Louisiana,12/27/2025,7.3
2025-2026,417,"Oklahoma (Oklahoma City), OK - Canadian, OK","Canadian, Lincoln, Logan, Oklahoma, Pottawatomie",Oklahoma,12/27/2025,4.03
2025-2026,418,"Lee, MS - Monroe, MS","Chickasaw, Itawamba, Lee, Monroe, Prentiss",Mississippi,12/20/2025,4.17
2025-2026,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA","Ascension, East Baton Rouge, East Feliciana, Iberville, Livingston, Pointe Coupee, West Baton Rouge, West Feliciana",Louisiana,12/20/2025,5.71
2025-2026,420,"Wichita (Wichita Falls), TX - Montague, TX","Archer, Baylor, Clay, Knox, Montague, Throckmorton, Wichita, Young",Texas,1/31/2026,10.59
2025-2026,422,"Coahoma, MS - Tallahatchie, MS","Coahoma, Quitman, Tallahatchie",Mississippi,1/24/2026,3.94
2025-2026,423,"Tangipahoa, LA - St. Helena, LA","St. Helena, Tangipahoa",Louisiana,2/7/2026,10.77
2025-2026,424,"Lafayette (Lafayette), LA - Iberia, LA","Acadia, Iberia, Lafayette, St. Martin, Vermilion",Louisiana,12/20/2025,12.83
2025-2026,425,"Travis (Austin), TX - Williamson, TX","Bastrop, Burnet, Lee, Llano, Travis, Williamson",Texas,12/27/2025,6.62
2025-2026,426,"Tom Green (San Angelo), TX - Runnels, TX","Coke, Concho, Crockett, Irion, McCulloch, Menard, Reagan, Runnels, Schleicher, Sterling, Sutton, Tom Green",Texas,2/21/2026,5.27
2025-2026,427,"Hidalgo (Mcallen), TX - Starr, TX","Hidalgo, Starr",Texas,12/20/2025,12.85
2025-2026,428,"Taylor (Abilene), TX - Jones, TX","Callahan, Eastland, Haskell, Jones, Kent, Shackelford, Stephens, Stonewall, Taylor",Texas,1/31/2026,10.06
2025-2026,429,"Garfield (Enid), OK - Kingfisher, OK","Alfalfa, Blaine, Garfield, Grant, Kingfisher, Major, Woods",Oklahoma,2/7/2026,5.88
2025-2026,430,"Cleveland (Norman), OK - McClain, OK","Cleveland, Garvin, McClain, Murray",Oklahoma,1/10/2026,1.89
2025-2026,433,"Victoria (Victoria), TX - Calhoun, TX","Calhoun, DeWitt, Goliad, Jackson, Lavaca, Refugio, Victoria",Texas,12/27/2025,10.41
2025-2026,434,"Tarrant (Fort Worth), TX - Johnson, TX","Hood, Johnson, Parker, Somervell, Tarrant",Texas,12/27/2025,11.91
2025-2026,435,"Concordia, LA - Tensas, LA","Concordia, Tensas",Louisiana,1/31/2026,10.92
2025-2026,437,"Nueces (Corpus Christi), TX - San Patricio, TX","Aransas, Brooks, Duval, Jim Wells, Kenedy, Kleberg, Live Oak, Nueces, San Patricio",Texas,12/27/2025,6.99
2025-2026,439,"Lincoln, LA - Union, LA","Bienville, Jackson, Lincoln, Union",Louisiana,12/27/2025,10.06
2025-2026,441,"Smith (Tyler), TX - Henderson, TX","Henderson, Smith, Van Zandt, Wood",Texas,12/27/2025,7.72
2025-2026,443,"Ouachita (Monroe), LA - Morehouse, LA","Caldwell, East Carroll, Franklin, Morehouse, Ouachita, Richland, West Carroll",Louisiana,12/27/2025,9.26
2025-2026,444,"Ector (Odessa), TX - Reeves, TX","Crane, Ector, Reeves, Ward, Winkler",Texas,12/27/2025,7.11
2025-2026,447,"Nacogdoches, TX - Shelby, TX","Nacogdoches, Sabine, San Augustine, Shelby",Texas,12/20/2025,19.69
2025-2026,449,"Angelina, TX - Walker, TX","Angelina, Polk, Trinity, Walker",Texas,12/20/2025,10.81
2025-2026,45,"Christian (Hopkinsville), KY - Hopkins, KY","Caldwell, Christian, Hopkins, Muhlenberg, Todd, Trigg, Webster",Kentucky,12/27/2025,11.77
2025-2026,450,"Rapides (Alexandria), LA - Avoyelles, LA","Allen, Avoyelles, Catahoula, Grant, La Salle, Rapides",Louisiana,12/27/2025,6.21
2025-2026,451,"Montgomery, KS - Chautauqua, KS","Chautauqua, Elk, Montgomery",Kansas,2/21/2026,5.71
2025-2026,452,"Bell (Killeen), TX - Coryell, TX","Bell, Coryell, Lampasas, Milam",Texas,1/31/2026,3.38
2025-2026,453,"Dallas (Dallas), TX - Collin, TX","Collin, Dallas, Ellis, Hopkins, Hunt, Kaufman, Rains, Rockwall",Texas,12/27/2025,9.16
2025-2026,454,"Gregg (Longview), TX - Rusk, TX","Gregg, Panola, Rusk, Upshur",Texas,1/10/2026,5.01
2025-2026,455,"Jones, MS - Wayne, MS","Jasper, Jones, Smith, Wayne",Mississippi,2/14/2026,7.05
2025-2026,456,"Harrison (Biloxi), MS - Hancock, MS","Hancock, Harrison, Stone",Mississippi,2/14/2026,7.75
2025-2026,458,"Wilbarger, TX - Hardeman, TX","Foard, Hardeman, Wilbarger",Texas,1/17/2026,6.51
2025-2026,459,"Lafayette, MS - Calhoun, MS","Calhoun, Lafayette, Yalobusha",Mississippi,12/27/2025,6.74
2025-2026,46,"Boyd, KY - Greenup, KY","Boyd, Carter, Greenup, Lawrence, Martin",Kentucky,1/24/2026,3.43
2025-2026,460,"Gray, TX - Wheeler, TX","Gray, Hemphill, Roberts, Wheeler",Texas,2/7/2026,13.41
2025-2026,462,"McLennan (Waco), TX - Hill, TX","Bosque, Falls, Hamilton, Hill, Limestone, McLennan",Texas,1/31/2026,5.52
2025-2026,463,"St. Landry, LA - Evangeline, LA","Evangeline, St. Landry",Louisiana,12/27/2025,16.99
2025-2026,464,"Brazos (Bryan), TX - Washington, TX","Brazos, Burleson, Grimes, Robertson, Washington",Texas,12/20/2025,8.03
2025-2026,465,"Titus, TX - Morris, TX","Camp, Franklin, Morris, Titus",Texas,12/27/2025,8.75
2025-2026,467,"Terrebonne (Houma), LA - Lafourche, LA","Assumption, Lafourche, Terrebonne",Louisiana,12/20/2025,9.77
2025-2026,470,"Calcasieu (Lake Charles), LA - Vernon, LA","Beauregard, Calcasieu, Cameron, Jefferson Davis, Vernon",Louisiana,12/20/2025,8.98
2025-2026,471,"Jackson (Pascagoula), MS - George, MS","George, Jackson",Mississippi,2/14/2026,9.51
2025-2026,474,"Carter, OK - Marshall, OK","Carter, Johnston, Love, Marshall",Oklahoma,1/31/2026,6.93
2025-2026,475,"Custer, OK - Washita, OK","Custer, Washita",Oklahoma,2/7/2026,7.51
2025-2026,477,"Pike, MS - Marion, MS","Amite, Marion, Pike, Walthall",Mississippi,2/7/2026,4.2
2025-2026,478,"Pontotoc, OK - Seminole, OK","Coal, Hughes, Pontotoc, Seminole",Oklahoma,1/31/2026,10.24
2025-2026,479,"Palo Pinto, TX - Jack, TX","Jack, Palo Pinto",Texas,12/27/2025,4.39
2025-2026,48,"Frederick, MD",Frederick,Maryland,12/27/2025,12.49
2025-2026,481,"Hale, TX - Castro, TX","Castro, Floyd, Hale",Texas,3/14/2026,8.68
2025-2026,482,"Pontotoc, MS - Union, MS","Pontotoc, Tippah, Union",Mississippi,2/28/2026,5.67
2025-2026,484,"Oktibbeha, MS - Winston, MS","Choctaw, Oktibbeha, Webster, Winston",Mississippi,2/7/2026,6.22
2025-2026,485,"Harrison (Marshall), TX - Cass, TX","Cass, Harrison, Marion",Texas,1/31/2026,7.26
2025-2026,487,"Bolivar, MS - Leflore, MS","Bolivar, Humphreys, Leflore, Sunflower",Mississippi,12/20/2025,3.42
2025-2026,488,"Washington, MS - Sharkey, MS","Issaquena, Sharkey, Washington",Mississippi,2/28/2026,7.93
2025-2026,489,"Navarro, TX - Freestone, TX","Freestone, Navarro",Texas,2/14/2026,7.86
2025-2026,49,"Chittenden (Burlington), VT - Franklin, VT","Addison, Chittenden, Franklin, Grand Isle",Vermont,1/3/2026,7.85
2025-2026,490,"Fayette, TX - Colorado, TX","Colorado, Fayette",Texas,12/27/2025,5.24
2025-2026,491,"Deaf Smith, TX - Parmer, TX","Deaf Smith, Parmer",Texas,1/10/2026,9.64
2025-2026,492,"Midland (Midland), TX - Pecos, TX","Martin, Midland, Pecos, Terrell, Upton",Texas,12/27/2025,9.12
2025-2026,495,"Denton (Denton), TX - Wise, TX","Cooke, Denton, Wise",Texas,12/27/2025,7.57
2025-2026,498,"Alcorn, MS - Tishomingo, MS","Alcorn, Tishomingo",Mississippi,12/27/2025,5.43
2025-2026,5,"Newport News City, VA - Hampton City, VA","Gloucester, Hampton City, James City, Mathews, Newport News City, Poquoson City, Williamsburg City, York",Virginia,1/3/2026,7.06
2025-2026,50,"Randolph, WV - Barbour, WV","Barbour, Pocahontas, Randolph, Tucker",West Virginia,2/21/2026,7.2
2025-2026,500,"St. Tammany (Slidell), LA - Washington, LA","St. Tammany, Washington",Louisiana,2/14/2026,6.91
2025-2026,501,"Leon, TX - Madison, TX","Leon, Madison",Texas,12/20/2025,11.27
2025-2026,502,"Grenada, MS - Montgomery, MS","Carroll, Grenada, Montgomery",Mississippi,2/21/2026,10
2025-2026,503,"Nolan, TX - Mitchell, TX","Fisher, Mitchell, Nolan",Texas,2/7/2026,4.39
2025-2026,504,"Jefferson Davis, MS - Lawrence, MS","Jefferson Davis, Lawrence",Mississippi,2/21/2026,5.54
2025-2026,505,"Brazoria (Lake Jackson), TX - Wharton, TX","Brazoria, Matagorda, Wharton",Texas,12/20/2025,14.23
2025-2026,506,"Kerr, TX - Gillespie, TX","Blanco, Edwards, Gillespie, Kerr, Kimble, Mason, Real",Texas,2/14/2026,6.48
2025-2026,507,"Erath, TX - Comanche, TX","Comanche, Erath",Texas,1/31/2026,7.5
2025-2026,508,"Lea, NM",Lea,New Mexico,1/3/2026,9.18
2025-2026,509,"Anderson, TX - Cherokee, TX","Anderson, Cherokee, Houston",Texas,12/27/2025,7.63
2025-2026,51,"Laurel, KY - Whitley, KY","Clay, Knox, Laurel, Whitley",Kentucky,1/3/2026,6.75
2025-2026,510,"Hays (San Marcos), TX - Caldwell, TX","Caldwell, Hays",Texas,12/27/2025,10.65
2025-2026,511,"Lincoln, MS - Copiah, MS","Copiah, Lincoln",Mississippi,2/14/2026,4.68
2025-2026,512,"Childress, TX - Hall, TX","Childress, Cottle, Hall",Texas,3/7/2026,6.45
2025-2026,513,"Bee, TX - Karnes, TX","Bee, Karnes",Texas,1/10/2026,7.84
2025-2026,516,"Maverick, TX - Val Verde, TX","Kinney, Maverick, Val Verde",Texas,2/7/2026,11.19
2025-2026,517,"Comal, TX",Comal,Texas,2/14/2026,7.64
2025-2026,518,"Howard, TX - Glasscock, TX","Glasscock, Howard",Texas,2/14/2026,5.3
2025-2026,520,"Cameron (Brownsville), TX - Willacy, TX","Cameron, Willacy",Texas,12/20/2025,8.77
2025-2026,523,"Claiborne, LA",Claiborne,Louisiana,1/31/2026,11.25
2025-2026,525,"Wilkinson, MS",Wilkinson,Mississippi,2/7/2026,24.44
2025-2026,526,"Brewster, TX - Presidio, TX","Brewster, Jeff Davis, Presidio",Texas,12/20/2025,13.33
2025-2026,528,"St. Mary, LA",St. Mary,Louisiana,12/20/2025,10.29
2025-2026,53,"Barren, KY - Hart, KY","Barren, Hart, Metcalfe, Monroe",Kentucky,12/27/2025,6.76
2025-2026,530,"Winn, LA",Winn,Louisiana,2/14/2026,14.15
2025-2026,531,"Dimmit, TX",Dimmit,Texas,3/14/2026,6.54
2025-2026,532,"Galveston, TX",Galveston,Texas,12/20/2025,9.42
2025-2026,533,"Yazoo, MS",Yazoo,Mississippi,12/20/2025,23.66
2025-2026,536,"Uvalde, TX",Uvalde,Texas,2/14/2026,10.13
2025-2026,538,"Webb (Laredo), TX - Zapata, TX","Jim Hogg, Webb, Zapata",Texas,12/6/2025,11.46
2025-2026,54,"Erie (Buffalo), NY - Monroe, NY","Erie, Genesee, Livingston, Monroe, Niagara, Orleans, Wyoming",New York,12/27/2025,12.82
2025-2026,540,"Hennepin (Minneapolis), MN - Anoka, MN","Anoka, Carver, Hennepin, Le Sueur, McLeod, Scott, Sherburne, Sibley, Wright",Minnesota,12/27/2025,13.05
2025-2026,542,"Douglas (Omaha), NE - Sarpy, NE","Burt, Cass, Colfax, Cuming, Dodge, Douglas, Sarpy, Saunders, Washington",Nebraska,1/3/2026,3.52
2025-2026,545,"Linn (Cedar Rapids), IA - Johnson, IA","Benton, Cedar, Iowa, Johnson, Jones, Linn, Louisa, Washington",Iowa,1/17/2026,5.02
2025-2026,546,"Polk (Des Moines), IA - Dallas, IA","Adair, Clarke, Dallas, Decatur, Jasper, Madison, Marion, Polk, Ringgold, Union, Warren",Iowa,1/3/2026,6.91
2025-2026,547,"Clay, MN - Becker, MN","Becker, Clay, Mahnomen, Norman, Wilkin",Minnesota,1/3/2026,10
2025-2026,55,"Wise, VA - Lee, VA","Dickenson, Lee, Norton City, Wise",Virginia,1/3/2026,9.16
2025-2026,551,"Ford, KS - Gray, KS","Clark, Ford, Gray, Hodgeman, Meade",Kansas,2/7/2026,20.38
2025-2026,552,"Howard, IA",Howard,Iowa,1/17/2026,8.33
2025-2026,554,"Shawnee (Topeka), KS - Riley, KS","Brown, Jackson, Jefferson, Nemaha, Osage, Pottawatomie, Riley, Shawnee, Wabaunsee",Kansas,2/7/2026,5.7
2025-2026,555,"Hall, NE - Hamilton, NE","Greeley, Hall, Hamilton, Howard, Merrick",Nebraska,12/27/2025,8.37
2025-2026,556,"Cerro Gordo, IA - Kossuth, IA","Cerro Gordo, Franklin, Hancock, Kossuth, Winnebago, Worth",Iowa,2/14/2026,4.01
2025-2026,557,"Black Hawk (Waterloo), IA - Bremer, IA","Black Hawk, Bremer, Buchanan, Butler, Fayette, Grundy",Iowa,1/10/2026,5.6
2025-2026,56,"Onondaga (Syracuse), NY - Oswego, NY","Cayuga, Onondaga, Oswego",New York,12/27/2025,7.55
2025-2026,560,"Woodbury (Sioux City), IA - Plymouth, IA","Buena Vista, Cherokee, Ida, Monona, Plymouth, Woodbury",Iowa,1/3/2026,7.11
2025-2026,561,"Lancaster (Lincoln), NE - Gage, NE","Butler, Gage, Jefferson, Lancaster, Saline, Seward",Nebraska,2/14/2026,6.63
2025-2026,563,"Union, IL - Alexander, IL","Alexander, Pulaski, Union",Illinois,2/14/2026,7.97
2025-2026,564,"Adams, NE - Clay, NE","Adams, Clay, Nuckolls, Webster",Nebraska,1/3/2026,10.82
2025-2026,565,"Ellis, KS - Rooks, KS","Ellis, Gove, Graham, Logan, Rooks, Trego",Kansas,2/14/2026,9.2
2025-2026,567,"Lyon, KS - Coffey, KS","Chase, Coffey, Greenwood, Lyon",Kansas,2/7/2026,6.67
2025-2026,569,"Saline, KS - Ellsworth, KS","Ellsworth, Lincoln, Ottawa, Saline",Kansas,1/31/2026,2.18
2025-2026,570,"Buffalo, NE - Dawson, NE","Buffalo, Dawson, Franklin, Frontier, Gosper, Kearney, Sherman",Nebraska,12/27/2025,6.75
2025-2026,573,"Blue Earth, MN - Nicollet, MN","Blue Earth, Nicollet, Waseca, Watonwan",Minnesota,1/3/2026,9.56
2025-2026,575,"Finney, KS - Scott, KS","Finney, Hamilton, Haskell, Kearny, Lane, Scott",Kansas,2/14/2026,8.19
2025-2026,576,"Sedgwick (Wichita), KS - Butler, KS","Butler, Cowley, Harvey, Marion, Sedgwick, Sumner",Kansas,1/31/2026,2.91
2025-2026,577,"Madison, NE - Wayne, NE","Antelope, Madison, Pierce, Stanton, Wayne",Nebraska,1/31/2026,5.7
2025-2026,58,"Otsego, NY - Chenango, NY","Chenango, Delaware, Otsego, Schoharie",New York,12/27/2025,9.88
2025-2026,583,"Barton, KS - Pawnee, KS","Barton, Edwards, Pawnee, Rush",Kansas,2/21/2026,7.42
2025-2026,585,"Webster, IA - Humboldt, IA","Humboldt, Pocahontas, Webster",Iowa,2/21/2026,7.6
